cvd;dow;temp.l1;temp.l2;temp.l3;temp.l4;dptp.l1;dptp.l2;dptp.l3;dptp.l4;o3.l1;o3.l2;o3.l3;o3.l4
43;Tuesday;7.202299786;7.025061967;7.085287617;7.466189638;7.1456382;7.152961773;7.346307341;7.688220039;3.757550302;3.275736117;3.130834289;3.613449747
51;Wednesday;7.184641288;7.009134171;7.081031621;7.459488387;7.11732684;7.116948079;7.336978284;7.703983628;3.842335637;3.305343035;3.128322912;3.436382301
50;Thursday;7.075851346;6.992574414;7.076377517;7.452149607;7.06106069;7.080441412;7.321756152;7.75601774;3.685188736;3.340198149;3.132630902;3.364677262
51;Friday;6.96798551;6.968892388;7.072338149;7.428122485;6.957666635;7.041675793;7.30372936;7.762794323;3.632113623;3.362634752;3.1411216;3.328874473
46;Saturday;6.850010087;6.938296544;7.06930362;7.394130196;6.841518937;6.99744567;7.284527752;7.743616293;3.565462852;3.379999983;3.161541751;3.182744407
42;Sunday;6.711693695;6.900182237;7.067718496;7.349428317;6.711749433;6.947100997;7.261615588;7.754639071;3.513847538;3.390797918;3.196683233;2.998729742
41;Monday;6.617805945;6.853357755;7.061905042;7.377171229;6.615809552;6.890063185;7.232805375;7.789770989;3.383141074;3.39575419;3.237858753;2.934359421
45;Tuesday;6.580149428;6.801453568;7.05067572;7.414857906;6.630498186;6.829133049;7.201186658;7.776936057;3.257115145;3.389219908;3.279246118;2.945651654
48;Wednesday;6.602152777;6.748876183;7.034141019;7.447118797;6.658084512;6.772426614;7.16736498;7.754971745;3.245694335;3.37218695;3.3055049;3.158933881
45;Thursday;6.575530472;6.700137546;7.013266454;7.465403108;6.632878783;6.720892698;7.130190717;7.751174926;3.170137182;3.353868541;3.31577188;3.374535557
36;Friday;6.544576655;6.651893412;6.98769359;7.488510766;6.618437419;6.670803195;7.089457227;7.751271501;3.042876969;3.330159828;3.324480337;3.384936738
45;Saturday;6.576408989;6.60403712;6.958120681;7.500699978;6.681475539;6.623066536;7.045095494;7.752351355;3.061803572;3.297429234;3.338109306;3.301282689
37;Sunday;6.480825685;6.561213551;6.925449909;7.501027385;6.564444558;6.583298958;6.998343878;7.738812073;2.969865245;3.26631606;3.347552844;3.341247381
43;Monday;6.389519257;6.514356705;6.889685448;7.50049292;6.500308162;6.538545153;6.950139978;7.71258619;2.789008791;3.228956871;3.357709081;3.311174589
49;Tuesday;6.346813892;6.464096802;6.84799774;7.534922931;6.516189884;6.492817611;6.898864715;7.705906649;2.644621536;3.179659612;3.346981825;3.570002188
39;Wednesday;6.260145618;6.41421778;6.802971181;7.5308987;6.460567525;6.451969877;6.84581764;7.681752251;2.506837613;3.122162185;3.323613511;3.701802021
43;Thursday;6.110447307;6.36171069;6.7557425;7.509359579;6.346272896;6.410827943;6.79244787;7.638734814;2.397251294;3.057591126;3.294939292;3.723597382
48;Friday;5.961782081;6.302192865;6.708856944;7.448911443;6.145764641;6.365194563;6.740188378;7.574355338;2.253410264;2.988057394;3.275059612;3.546745101
44;Saturday;5.825377233;6.235891197;6.662700092;7.378546105;6.023690084;6.308976625;6.689149652;7.503620688;2.179124631;2.910848975;3.262373807;3.390525843
56;Sunday;5.741329373;6.163813485;6.617461255;7.301513388;5.925357666;6.248015916;6.63787873;7.447888337;2.175236153;2.830939023;3.249923032;3.328363229
49;Monday;5.713369891;6.089917317;6.568229333;7.289274644;5.882913074;6.184124635;6.586971298;7.381288292;2.105618251;2.753495926;3.234075641;3.315827273
57;Tuesday;5.718878152;6.018360382;6.518593039;7.226785451;5.840237147;6.121334404;6.536943756;7.307149589;2.06281398;2.674212873;3.203440271;3.45785524
52;Wednesday;5.777622034;5.951510967;6.467708308;7.178128825;5.839774384;6.059535187;6.488693092;7.221799302;2.082484437;2.595557943;3.167133247;3.46965391
33;Thursday;5.833627764;5.893098726;6.415958806;7.128349911;5.832102337;6.001629423;6.442054;7.141047798;2.145217045;2.522040613;3.133830096;3.362940292
46;Friday;5.89431857;5.84273599;6.364121957;7.073347686;5.845637186;5.94691587;6.397338773;7.059059216;2.293947205;2.456688432;3.093880797;3.39372387
56;Saturday;6.003703237;5.800635036;6.308923115;7.068686738;5.904803094;5.896822523;6.350782085;7.031898928;2.651223291;2.405701092;3.049525838;3.399346165
45;Sunday;6.042951258;5.770189353;6.251792023;7.050200183;5.906772562;5.854614951;6.300844228;7.029450053;2.720712328;2.383877774;2.997834038;3.458552253
38;Monday;6.061457707;5.74619848;6.192472555;7.040764841;5.957811982;5.816268269;6.243812657;7.08054278;2.631019425;2.370345682;2.937047747;3.552006887
56;Tuesday;6.064296894;5.727115749;6.131362993;7.029030866;6.000206191;5.785399189;6.185242691;7.05715415;2.545962441;2.353992143;2.866890043;3.64782497
48;Wednesday;6.037649417;5.711748924;6.069989651;6.99878789;6.014147525;5.761224559;6.127220016;7.009629077;2.486212566;2.335590957;2.791134716;3.687053936
40;Thursday;6.013279808;5.697830807;6.011691552;6.924623475;6.05751927;5.741490269;6.070801134;6.951715354;2.467789376;2.317110428;2.716589829;3.630560279
51;Friday;5.987276936;5.685332516;5.956567181;6.851210733;6.074998031;5.728092095;6.016433025;6.892010884;2.311673419;2.301186924;2.653677094;3.433029094
53;Saturday;5.904048839;5.673963822;5.903821018;6.790683833;6.022981362;5.718833908;5.967614355;6.788874322;2.17573676;2.277311221;2.604283273;3.211991468
49;Sunday;5.849418681;5.659506137;5.853029376;6.736101119;6.009695412;5.708357759;5.925162286;6.677557557;2.096250469;2.247063546;2.543617568;3.329450839
48;Monday;5.865913479;5.643916594;5.806884356;6.643998301;5.987957401;5.69914991;5.888813912;6.572145068;2.056709986;2.215128853;2.474230308;3.405261566
49;Tuesday;5.848138344;5.632006591;5.767938164;6.519607623;5.958359108;5.690267197;5.858824949;6.46597863;1.938717921;2.184383395;2.414469109;3.22718755
45;Wednesday;5.872755668;5.620912291;5.734927399;6.416600628;5.973571998;5.680953019;5.830005555;6.432938474;1.900328745;2.148794434;2.361463935;3.090477584
54;Thursday;5.940360061;5.613457338;5.703204916;6.380749748;5.980157362;5.674401395;5.80055832;6.425687973;2.013599151;2.114137718;2.302652251;3.126444281
62;Friday;6.014313995;5.612552373;5.672741484;6.349300094;6.015344472;5.669918724;5.772056057;6.398399903;2.177728318;2.091502763;2.237747474;3.168772219
47;Saturday;5.919536419;5.618355736;5.646190576;6.286651055;5.922618073;5.669440087;5.74473458;6.370340744;2.108628541;2.084166791;2.180861141;3.025647037
43;Sunday;5.820402277;5.618409153;5.625835048;6.194505492;5.785532684;5.663623989;5.72085284;6.311350936;2.079180347;2.074382925;2.145119206;2.710497016
43;Monday;5.739642692;5.612211511;5.612969447;6.082746503;5.665352549;5.64923824;5.701819477;6.229528729;1.986490565;2.064351021;2.116061285;2.599515167
59;Tuesday;5.750305998;5.60087866;5.606985997;5.978040648;5.658496819;5.627482032;5.687095611;6.151294438;1.973894855;2.049053814;2.101139038;2.387227098
49;Wednesday;5.74931937;5.590886117;5.601256062;5.96505406;5.675807547;5.606465195;5.67466439;6.099892825;1.952785543;2.03405808;2.083293499;2.411312358
45;Thursday;5.793182519;5.581366849;5.595331249;5.958906761;5.728043205;5.587868724;5.660872923;6.100306788;2.06577513;2.018717846;2.069710478;2.336185888
38;Friday;5.689293412;5.575550089;5.587896306;5.972112645;5.678477642;5.574225918;5.644224513;6.123237887;1.930077656;2.012411638;2.059839821;2.273151638
39;Saturday;5.548592316;5.562936264;5.57642878;6.018112318;5.603905438;5.558335467;5.622788241;6.172422081;1.817073149;1.996951442;2.054977131;2.19363525
47;Sunday;5.489002048;5.541226334;5.562817075;6.031361063;5.564096931;5.538675394;5.597876231;6.199876992;1.763442573;1.974098041;2.048777843;2.196851108
54;Monday;5.523365534;5.516462909;5.550456242;5.993290256;5.586508628;5.517805182;5.577229893;6.118638274;1.906954252;1.948359114;2.040565278;2.205290541
54;Tuesday;5.425879444;5.495251136;5.544023181;5.891991518;5.516106005;5.499943876;5.562495218;6.017090369;1.864539051;1.933766912;2.038765024;2.100849193
40;Wednesday;5.365720261;5.46787739;5.540383486;5.834685673;5.439690848;5.478183281;5.550295785;5.963442408;1.782397262;1.916556994;2.039193933;2.058737169
50;Thursday;5.34772989;5.437034817;5.539112951;5.780854225;5.457176047;5.452049781;5.54142361;5.897021628;1.707527579;1.89396081;2.037396901;2.07549124
51;Friday;5.34292522;5.405582901;5.545161129;5.658872203;5.482683832;5.428034938;5.542237018;5.744199922;1.695567894;1.866492863;2.043713326;1.946680869
38;Saturday;5.283543635;5.374338218;5.549436091;5.663560353;5.468303133;5.406487995;5.540045228;5.769776407;1.629140189;1.838557977;2.050242771;1.926858967
40;Sunday;5.218114394;5.339500645;5.551478482;5.672697695;5.409172849;5.384569016;5.538106077;5.750491566;1.601345989;1.806457428;2.049372847;2.009465032
42;Monday;5.150876442;5.300769863;5.554205556;5.638596773;5.384798693;5.358939299;5.542292782;5.649652745;1.568712594;1.773395695;2.042080597;2.074309359
46;Tuesday;5.100614103;5.258175277;5.553822586;5.653885473;5.414920866;5.331993658;5.547571086;5.618041701;1.501347491;1.739393021;2.027395862;2.149440459
59;Wednesday;5.136701852;5.213323933;5.544449128;5.746261758;5.550580444;5.307716499;5.549153352;5.652697847;1.444846772;1.702345369;2.005951717;2.211882481
51;Thursday;5.089545555;5.172915982;5.524528422;5.857458674;5.434718338;5.293933896;5.539549993;5.792910756;1.397470875;1.663538677;1.973688028;2.325694432
47;Friday;4.939137853;5.131438812;5.493281302;5.976655738;5.261076849;5.272889109;5.522718097;5.876104938;1.438731639;1.624115447;1.934208922;2.385579395
59;Saturday;4.782136721;5.082062298;5.452791224;6.060197148;5.080362721;5.241003552;5.498637992;5.950691267;1.463050263;1.590657488;1.892180982;2.381017061
46;Sunday;4.645190912;5.024907194;5.405832763;6.097098629;5.006233652;5.198344434;5.469927143;5.979444419;1.440673136;1.56205215;1.842564999;2.44810581
63;Monday;4.608678085;4.961881216;5.354117364;6.103586326;5.022463486;5.153043337;5.435641436;6.01482097;1.41303721;1.535187999;1.786615259;2.497608627
63;Tuesday;4.557743069;4.900438796;5.301577041;6.053210308;4.880327918;5.111823069;5.398508692;6.011466199;1.429233166;1.509853742;1.728610303;2.487532344
52;Wednesday;4.422875379;4.839540991;5.248631301;5.997540684;4.690689785;5.06343998;5.357780177;6.016200799;1.477746014;1.489150069;1.672185621;2.429210056
45;Thursday;4.347543494;4.773184862;5.196146657;5.928164062;4.637617262;5.004840842;5.314495615;5.999415141;1.446284415;1.474996376;1.625110697;2.269216917
49;Friday;4.383203266;4.705626579;5.148559888;5.796067526;4.670840467;4.946072691;5.272083797;5.931329179;1.441425399;1.46060457;1.605961274;1.861026227
64;Saturday;4.269354037;4.6446677;5.102001796;5.72047679;4.500387916;4.893341481;5.226925753;5.915042585;1.5311527;1.446929664;1.597095341;1.703986621
62;Sunday;4.135557364;4.579443255;5.055609873;5.657797011;4.411167994;4.832003986;5.182864508;5.84432969;1.49898589;1.44045707;1.587699123;1.701103306
41;Monday;4.039052972;4.508654869;5.008413556;5.605024863;4.315432931;4.76802718;5.139675104;5.773215827;1.429406442;1.432332802;1.577757185;1.700123994
46;Tuesday;3.958684825;4.435198396;4.958233866;5.578887549;4.208897984;4.701011982;5.095668945;5.72351089;1.401307806;1.419924428;1.568606648;1.678620291
47;Wednesday;3.885910424;4.360439023;4.905139358;5.549374205;4.16189394;4.630244302;5.053378246;5.636573753;1.383454491;1.406191099;1.563149329;1.615838349
73;Thursday;3.861035119;4.285099367;4.848985091;5.520145349;4.123844234;4.560013918;5.011516298;5.566731809;1.337595986;1.391973256;1.550807237;1.698234899
44;Friday;3.854582859;4.21287045;4.78534925;5.551103516;4.165478766;4.491043421;4.965215911;5.56414564;1.293569717;1.375625988;1.531556941;1.777568136
53;Saturday;3.865128021;4.145314777;4.715940496;5.558740007;4.176734356;4.42913281;4.917418556;5.522695921;1.23286235;1.357604078;1.508336563;1.81297746
50;Sunday;3.895025842;4.083676783;4.646237686;5.493144714;4.263867099;4.372012142;4.86795192;5.487154488;1.220174975;1.33690111;1.483414789;1.814463573
48;Monday;3.96499139;4.029244055;4.574438197;5.456612341;4.249470465;4.325057456;4.816689908;5.457936041;1.282519845;1.317254485;1.450277101;1.903768589
32;Tuesday;3.912307924;3.984697905;4.504486569;5.37138019;4.159060395;4.280758996;4.767520503;5.379376944;1.360173623;1.304271838;1.414007846;1.923378066
58;Wednesday;3.857071904;3.940835567;4.440824975;5.229759282;4.126458685;4.233523044;4.720420232;5.301768368;1.314179804;1.2987389;1.386514831;1.784113971
58;Thursday;3.803169928;3.897098335;4.385438911;5.063555849;3.998923152;4.187377966;4.6782099;5.185753652;1.355231084;1.291068745;1.373598727;1.570572071
56;Friday;3.731944343;3.853452625;4.326717997;5.058973896;3.895294233;4.135504621;4.631745339;5.194752071;1.362023268;1.287192121;1.359431649;1.579040713
48;Saturday;3.785712398;3.808845575;4.263815036;5.06446035;3.923948127;4.080071145;4.576689328;5.258255666;1.350418888;1.284561511;1.346803904;1.550683536
45;Sunday;3.858841465;3.772400086;4.197775584;5.056696608;3.982664177;4.031027064;4.513174335;5.317887743;1.308108412;1.281876505;1.330796881;1.590464822
57;Monday;3.864345841;3.74526611;4.135864239;4.954639469;4.020846096;3.990572127;4.449363015;5.268191037;1.325030932;1.276982513;1.316833666;1.554171189
54;Tuesday;3.769833206;3.722170458;4.078343042;4.855083786;3.933659277;3.956972333;4.387868582;5.188035051;1.337712257;1.274072907;1.304423158;1.52525893
59;Wednesday;3.69017329;3.695552387;4.029522452;4.698377582;3.897030105;3.92090699;4.332246193;5.06163366;1.289885355;1.27245579;1.30429988;1.351422012
54;Thursday;3.724589671;3.66638472;3.979040701;4.684219232;3.957493348;3.885922391;4.275676932;5.030009545;1.258662952;1.267606962;1.298730626;1.423507513
60;Friday;3.775710575;3.643033465;3.923605569;4.715596676;3.965124328;3.859007866;4.216376188;5.025617419;1.260311641;1.261054641;1.28804809;1.487392288
54;Saturday;3.834750138;3.626647358;3.86890297;4.671966394;4.017183933;3.83625766;4.157003262;4.988142005;1.298860655;1.255354534;1.275759298;1.501258386
60;Sunday;3.938085178;3.617387695;3.822685045;4.527597938;4.061117653;3.820610214;4.102809412;4.882831065;1.340917907;1.252825978;1.277062651;1.308369054
54;Monday;3.956103156;3.618024877;3.776265456;4.510818827;4.103141935;3.811195813;4.047739198;4.866697715;1.413924929;1.253266318;1.279674448;1.290255884
56;Tuesday;3.961624699;3.622159074;3.732501427;4.459551996;3.952208908;3.807772358;3.991363554;4.860340386;1.446596004;1.258817716;1.280527175;1.317314936
53;Wednesday;3.91465139;3.62859231;3.694908593;4.363222704;3.835519903;3.796314874;3.940659281;4.757457276;1.472145674;1.266557289;1.279671835;1.345560103
62;Thursday;3.848667848;3.633175248;3.665151594;4.246510451;3.701558009;3.779163631;3.896790296;4.635971212;1.491072973;1.2758985;1.281487691;1.31468897
59;Friday;3.761400557;3.634299973;3.639625362;4.180005089;3.703205809;3.754953543;3.857338901;4.545539855;1.462595132;1.286296146;1.281866626;1.341803651
54;Saturday;3.524572239;3.63034134;3.617769621;4.119707113;3.521000276;3.733396379;3.819247118;4.496976883;1.631942197;1.294354015;1.283193915;1.335365382
55;Sunday;3.357114743;3.610593935;3.598945104;4.062187251;3.345857809;3.701178857;3.78504974;4.411452803;1.744330508;1.314205617;1.28516976;1.336695184
55;Monday;3.180092334;3.580245517;3.583803432;3.987742815;3.232514454;3.658782326;3.758978065;4.262323548;1.711244844;1.341514266;1.285297226;1.379006393
57;Tuesday;3.098395073;3.538546499;3.578773492;3.819212098;3.252921421;3.610252114;3.750169525;3.985681675;1.676604101;1.365796443;1.28380225;1.419057096
71;Wednesday;3.1201735;3.492225741;3.578240013;3.725505133;3.356925588;3.564852603;3.741486625;3.948302865;1.62549848;1.387101119;1.280591708;1.457719184
48;Thursday;3.211986611;3.448753855;3.574321748;3.740473561;3.474657708;3.528576095;3.728225127;3.979487479;1.548888173;1.404263284;1.281871628;1.408533151
65;Friday;3.268418985;3.413254394;3.565667425;3.776450474;3.518057975;3.502428077;3.709006876;4.034519792;1.482320072;1.415372994;1.286604916;1.371586645
56;Saturday;3.269594342;3.383217954;3.552893347;3.806949749;3.518370856;3.480963629;3.691080443;3.993515906;1.490267448;1.421218907;1.291192095;1.381128114
47;Sunday;3.29366247;3.354596641;3.542942737;3.743502348;3.586700938;3.460752691;3.681513944;3.858479058;1.505174746;1.427278301;1.294845381;1.399652003
58;Monday;3.353764698;3.328869963;3.534913764;3.694884001;3.657261343;3.446478154;3.669014114;3.883196803;1.559642156;1.434011891;1.300700203;1.375325813
46;Tuesday;3.37295728;3.308597432;3.522335434;3.738237974;3.676678819;3.438402336;3.649056447;3.972859542;1.753941144;1.444045675;1.311637997;1.313821892
50;Wednesday;3.361524612;3.290856053;3.508875455;3.732616498;3.640825199;3.432863208;3.63078448;3.937969739;1.754064621;1.467146367;1.322472567;1.330683609
51;Thursday;3.336495434;3.273237343;3.502830409;3.614271155;3.611575621;3.42560636;3.620884025;3.812634739;1.758844586;1.489081198;1.335272874;1.323308896
40;Friday;3.298863624;3.254666688;3.493345593;3.64655078;3.605857123;3.41710188;3.604249545;3.895593666;1.736136818;1.509934306;1.357453036;1.214599281
52;Saturday;3.301538441;3.234504125;3.477761966;3.71302981;3.624869666;3.409278429;3.585580847;3.91175685;1.701942056;1.527514343;1.380598278;1.222670003
59;Sunday;3.28963882;3.215929468;3.457625502;3.756216629;3.661962536;3.404011838;3.563711255;3.944253212;1.728384011;1.541120804;1.401312332;1.274962359
49;Monday;3.260478344;3.19807934;3.433256705;3.794188373;3.594180182;3.402723141;3.537060539;3.999451614;1.846259395;1.555243645;1.421964772;1.292840526
59;Tuesday;3.222723576;3.179919322;3.404388489;3.834427835;3.612416511;3.397977294;3.509210404;4.004162847;1.764039403;1.576379266;1.443228549;1.304139317
53;Wednesday;3.202992064;3.160995625;3.373924536;3.833019726;3.578278199;3.396051801;3.480446684;4.004345956;1.720904927;1.590102303;1.462663251;1.348788981
67;Thursday;3.18513515;3.142663348;3.34305708;3.814701253;3.527369349;3.393036564;3.4567762;3.922741592;1.652846055;1.599500367;1.479489007;1.399383802
48;Friday;3.183849535;3.125027934;3.313142265;3.778161978;3.535238058;3.387553789;3.436465129;3.865409051;1.606560642;1.603089623;1.491463599;1.476152391
57;Saturday;3.216467355;3.10916243;3.285995413;3.718029243;3.605365973;3.383538901;3.425873516;3.722087013;1.529913338;1.602748993;1.501161418;1.512655128
67;Sunday;3.28046923;3.097210145;3.265444833;3.608579036;3.710012905;3.385070693;3.418655789;3.671368117;1.456037707;1.596397;1.513851322;1.47292777
53;Monday;3.347485277;3.091186154;3.243204557;3.61808276;3.799245928;3.394435661;3.409377657;3.700723828;1.433949448;1.584200739;1.531042548;1.409558006
57;Tuesday;3.354049649;3.091245313;3.218938767;3.635725018;3.744716931;3.410334886;3.402156583;3.67807089;1.621986636;1.570003587;1.543655999;1.469108287
50;Wednesday;3.31186187;3.093024097;3.192445279;3.658083961;3.725632567;3.422426135;3.389493665;3.759476813;1.728646311;1.56891755;1.558087255;1.443574083
66;Thursday;3.272700616;3.093156509;3.16183534;3.70545097;3.66905423;3.433595388;3.371757456;3.832270526;1.662820681;1.574755597;1.572527655;1.450304162
47;Friday;3.19926334;3.091885104;3.136081344;3.627739486;3.579674611;3.44121966;3.358061915;3.777206057;1.630146832;1.575070013;1.585525237;1.477300177
53;Saturday;3.153485167;3.086506298;3.117413599;3.519390051;3.56997207;3.44278587;3.351039524;3.684302473;1.681469272;1.572509811;1.594160853;1.540752545
69;Sunday;3.107460438;3.078853509;3.101527911;3.470170482;3.483751494;3.443823919;3.349867602;3.602774407;1.807808405;1.573260211;1.602381077;1.548913664
68;Monday;3.024141803;3.069016172;3.080790283;3.524672694;3.447228997;3.438826068;3.345255627;3.647941889;1.779995265;1.582609102;1.610171196;1.561271605
64;Tuesday;3.051072491;3.054628783;3.055220725;3.574818571;3.472349082;3.431592104;3.340082928;3.649701097;1.744626638;1.589473431;1.612883664;1.63902086
53;Wednesday;3.035529116;3.043714223;3.032922507;3.512215873;3.476505229;3.426425104;3.341711371;3.550669621;1.70972936;1.59362074;1.610840373;1.708749403
51;Thursday;3.058489281;3.032942169;3.015931408;3.424219819;3.529688905;3.421515942;3.347052902;3.497053575;1.685369752;1.595346224;1.605800367;1.750967946
47;Friday;3.094865172;3.024754335;3.00586335;3.317012739;3.599365831;3.420075147;3.360091702;3.391657594;1.631851427;1.595550692;1.60026441;1.756594035
54;Saturday;3.154755121;3.019583804;3.007470397;3.149327422;3.691970721;3.422796137;3.38141156;3.283695435;1.553071571;1.592209427;1.594558053;1.755833154
49;Sunday;3.251221524;3.018569221;3.016036503;3.05273342;3.760385302;3.43077223;3.412111763;3.166956137;1.577853091;1.583559356;1.591145345;1.718284233
49;Monday;3.240440015;3.023867466;3.031659802;2.960930228;3.713632012;3.442019453;3.438265434;3.246742;1.724614036;1.577073747;1.587468963;1.71543043
54;Tuesday;3.293434648;3.02739789;3.051027542;2.918445086;3.8688035;3.448433949;3.461036806;3.308419361;1.643628743;1.581412734;1.583514464;1.717212469
60;Wednesday;3.450128325;3.033605624;3.07270824;2.897189292;4.082919178;3.4647707;3.478025097;3.403497563;1.60051145;1.580071063;1.579036904;1.723950182
44;Thursday;3.51727574;3.049744653;3.095113293;2.902856645;4.054258998;3.495027995;3.499004531;3.371272593;1.66329296;1.576015896;1.570170398;1.780407874
49;Friday;3.374981633;3.069429418;3.10623317;3.077449459;3.88611943;3.521674414;3.509945342;3.535594401;1.758186701;1.576720395;1.572006088;1.62991363
55;Saturday;3.290887547;3.07812115;3.108670363;3.209806007;3.810695151;3.535400393;3.508682108;3.720126032;1.710397021;1.583875988;1.582454135;1.515692385
45;Sunday;3.286975893;3.080759485;3.099260018;3.376392062;3.850450336;3.543705647;3.497198302;3.866869384;1.667226261;1.586953803;1.591635614;1.54026679
46;Monday;3.372367658;3.083681437;3.083065483;3.467599195;3.939194546;3.555238977;3.484181527;3.890565452;1.647809851;1.586466081;1.598905387;1.570554363
45;Tuesday;3.418026933;3.093411939;3.067217205;3.461465352;4.021166861;3.573324519;3.476349844;3.825354855;1.605561255;1.584337577;1.602445072;1.623197388
48;Wednesday;3.367307906;3.106781091;3.057613374;3.378500398;3.875761594;3.596996179;3.476125654;3.733117721;1.657775679;1.579233564;1.599470548;1.710923592
55;Thursday;3.316263793;3.11655283;3.052560466;3.320890753;3.887085041;3.60962771;3.478835112;3.705488444;1.612805829;1.578297081;1.589737126;1.800096535
51;Friday;3.357804936;3.122664691;3.048230347;3.314687485;3.935875218;3.622617122;3.481242769;3.719453402;1.588565359;1.574702752;1.578132061;1.820585894
58;Saturday;3.281089476;3.131735913;3.046425289;3.283913815;3.791681416;3.638513407;3.48866551;3.661832403;1.739898198;1.570080914;1.565025784;1.83407526
48;Sunday;3.228329218;3.135053885;3.050241244;3.210757372;3.744497565;3.643208147;3.501862559;3.592710577;1.75072672;1.576974857;1.55381417;1.804328613
60;Monday;3.175639952;3.134261323;3.057054144;3.172051181;3.56461887;3.643709805;3.51730974;3.568496238;1.815083304;1.58468208;1.556396384;1.616963895
53;Tuesday;3.004332804;3.129375801;3.064598358;3.162525475;3.312022699;3.630658884;3.53046016;3.601008927;1.823676927;1.596627298;1.560142252;1.608818412
51;Wednesday;2.808556172;3.112041056;3.071340092;3.168449186;3.106199718;3.599346941;3.540542564;3.632198516;1.805653136;1.608651965;1.565639176;1.594544552
50;Thursday;2.660922176;3.080916258;3.075376851;3.190980794;2.893989528;3.553716004;3.548132192;3.643169192;1.818379096;1.618818145;1.570857352;1.607998486
53;Friday;2.43574153;3.039870951;3.078831585;3.175354885;2.63567507;3.493774937;3.554265828;3.629174475;1.831345048;1.62940844;1.574668907;1.636270216
55;Saturday;2.216872436;2.983698067;3.079965357;3.174577925;2.414085003;3.416654586;3.559697814;3.593441777;1.820773349;1.640390478;1.581506203;1.603781554
45;Sunday;2.059890502;2.913405054;3.076517931;3.193718481;2.295443353;3.325661088;3.555754474;3.665188485;1.822222399;1.649740138;1.598972123;1.468099877
58;Monday;2.045976968;2.834035947;3.066806917;3.226184864;2.288947901;3.228829105;3.547690641;3.655009658;1.792870592;1.658176405;1.612940032;1.528298701
57;Tuesday;2.086928605;2.756323129;3.051493335;3.244851972;2.403898819;3.134613366;3.531364428;3.698842793;1.75645711;1.663647102;1.625499146;1.5573556
51;Wednesday;2.271488791;2.684415761;3.030548301;3.264503039;2.621697464;3.052057773;3.505190767;3.766339493;1.712419371;1.665856699;1.634077481;1.618878581
46;Thursday;2.455382099;2.628651599;3.005486818;3.269082266;2.823582337;2.988576836;3.473702303;3.779064433;1.648352609;1.664524298;1.639376157;1.667040456
50;Friday;2.623423823;2.588690997;2.979669138;3.237346095;3.037277373;2.942669607;3.442624183;3.724366317;1.610650973;1.658552465;1.638165444;1.75530036
53;Saturday;2.820941422;2.562947789;2.956699809;3.166492228;3.173701438;2.914601071;3.416353419;3.62201987;1.706962134;1.650288415;1.629380461;1.853378408
58;Sunday;2.911812449;2.55297456;2.93844357;3.081578901;3.223612535;2.898142615;3.395780032;3.519410307;1.893803472;1.649651253;1.61607009;1.908984534
56;Monday;2.929448153;2.550603486;2.92173748;3.049612705;3.22972781;2.886778027;3.371290487;3.55590306;1.955578726;1.662723996;1.614787024;1.744299299
45;Tuesday;2.979247541;2.550419222;2.903276097;3.066714466;3.332135102;2.877386602;3.345312613;3.560263377;1.890337849;1.679728623;1.621861176;1.640123016
49;Wednesday;3.025397432;2.554745513;2.883122929;3.084646953;3.36840359;2.876928679;3.31506866;3.605833393;1.878344485;1.691388556;1.625058202;1.705516216
67;Thursday;3.042072202;2.563358599;2.858467209;3.143406205;3.412623807;2.880737694;3.277690378;3.693596329;1.907046372;1.70179185;1.625979911;1.745372321
64;Friday;3.035035309;2.574231224;2.830828116;3.182057412;3.404289261;2.889492188;3.23858316;3.708162549;1.966789787;1.713836116;1.630784877;1.700442526
46;Saturday;3.046797008;2.585772525;2.799743337;3.226958808;3.368350569;2.899547455;3.191765603;3.805949424;2.000254823;1.729339144;1.646153593;1.567436815
57;Sunday;3.020284263;2.599560317;2.761783715;3.318474962;3.405205574;2.909213816;3.140020069;3.863275061;2.001641874;1.746067348;1.661775458;1.58065844
44;Monday;3.103006954;2.612960267;2.724566891;3.304112686;3.532693423;2.923830403;3.087751124;3.860275352;1.932579066;1.761708717;1.676815764;1.605409494
60;Tuesday;3.257288899;2.633808558;2.685226071;3.331649584;3.722840404;2.949786659;3.033954955;3.87646406;1.851266266;1.771306508;1.690754053;1.63457087
58;Wednesday;3.31068019;2.667044129;2.647055911;3.320312499;3.826067632;2.991227272;2.983163213;3.83951364;1.92750142;1.774193702;1.703684103;1.65763806
59;Thursday;3.389049388;2.705051078;2.611825972;3.291133754;3.943886045;3.041343142;2.937966229;3.776596548;1.907723205;1.781896582;1.712943996;1.716093421
41;Friday;3.527578058;2.749279682;2.582171458;3.230830036;4.075026197;3.100597619;2.901607453;3.677556689;1.82689872;1.787688523;1.715861796;1.810701685
38;Saturday;3.666042929;2.803485343;2.562264324;3.121169988;4.138219898;3.169271562;2.874044826;3.588689146;1.89397367;1.787410804;1.719233924;1.807426653
46;Sunday;3.79679214;2.867085166;2.545602256;3.110521298;4.262681309;3.242026063;2.847727569;3.610758897;1.847123536;1.791510507;1.732789067;1.670898025
47;Monday;3.871914241;2.938991316;2.537783125;3.030703566;4.382086253;3.322677465;2.838587243;3.419842876;1.803889302;1.791637803;1.740422374;1.758091341
42;Tuesday;3.924983287;3.014354636;2.548284438;2.828666537;4.40110932;3.409632646;2.854076576;3.138211518;1.738975477;1.788403889;1.743814068;1.817674225
